Video Title,Genre,Comment,Error,Category,Correct Form
খেলা হবে' রাজনীতির মাঠে আবারও আলোচনায় কেন? | BBC Bangla,Politics,কাউয়া কাদেরকে খেলে দিতে হবে,0,,কাউয়া কাদেরকে খেলে দিতে হবে
পুলিশের গাড়ির ওপর চড়াও বিএনপির কর্মীরা  | BNP | Channel 24,Politics,জনোগোনের  টাকায় বেতন নিয়া জনোগনকে মারলে পুলিশের এমনি হয়,0,Spelling,জনোগোনের  টাকায় বেতন নিয়া জনোগনকে মারলে পুলিশের এমনি হয়
ও সাথী আমার তুমি কেন চলে যাও | Bapparaj | Shabnur | Amar Ontore Tumi | Movie Scene,Entertainment,সেই বিটিভি র দিন গুলো আর ফিরে পাবোনা,0,,সেই বিটিভি র দিন গুলো আর ফিরে পাবোনা
আপনার অপ্রয়োজনীয় অংশটুকু হয়তো কারো খুশির কারন | Happiness is Sharing | Musfiq R Farhan | AK Nadim,Entertainment,সত্যি চোখের পানি ধরে রাখতে পারলাম না,0,,সত্যি চোখের পানি ধরে রাখতে পারলাম না
"ওবায়দুল কাদের বললেন, ‘খেলা হবে’; আর রুমিন ফারহানা বললেন, ‘আসেন খেলি’ ! | Quader | Rumeen Farhana",Politics,জামাই নাই মহিলা খেলতে ত চাইবেই,1,Spelling,জামাই নেই মহিলা খেলতে তো চাইবেই
তারেক রহমান ২০০৮ সালে কেন দেশ ছেড়েছিলেন?,Politics,ধন্যবাদ বিবিসি বাংলাকে তথ্য ব্যহুল সংবাদ প্রচার,0,,ধন্যবাদ বিবিসি বাংলাকে তথ্য ব্যহুল সংবাদ প্রচার
সেক্স এডুকেশন বা যৌন শিক্ষা: বাংলাদেশে শ্রেণীকক্ষে যা পড়ানো হচ্ছে । BBC News Bangla,News,এই বোনটি কে যেন আল্লাহ দুনিয়া ও আখেরাতের কল্যাণ দান করেন আমীন,1,Grammatical,এই বোনটিকে যেন আল্লাহ দুনিয়া ও আখেরাতের কল্যাণ দান করেন আমীন
মরা মুরগির চিকেন ফ্রাই | Desi Restaurant | Bangla Funny Video | Family Entertainment bd | Desi Cid,Entertainment,চাচির ওভিনয় আর টিয়া পাখির কথা গুলো বেশি ভালো লাগে,1,Spelling,চাচীর অভিনয় আর টিয়া পাখির কথা গুলো বেশি ভালো লাগে
ডলারকে বাদ দেয়ার জন্য কি কি চেষ্টা করে যাচ্ছে ব্রিকস জোট ? | Dollar | News | Ekattor TV,Politics,রাশিয়ার জন্য শুভকামনা রইল,0,,রাশিয়ার জন্য শুভকামনা রইল
আমকে ঘিরেই আবর্তিত রাজশাহীর চাষীদের জীবন-স্বপ্ন || Mango Tour Rajshahi Part 02,Entertainment,আসচালাই আলাইকুম সুমন  ভাই মন থেকে দোয়া রহিল,1,Spelling,আসসালামু আলাইকুম সুমন  ভাই মন থেকে দোয়া রহিল
আর্জেন্টিনা VS ব্রাজিল|ফাইনাল|কোপা আমেরিকা ২০২১|Football Bangla Funny Dubbing Mama Problem New,Entertainment,আচছা জাতীয়  সংগীত  সুইননা   আমি হাসতে হাসতে মরেগেলাম,1,Spelling,আচ্ছা জাতীয়  সংগীত  শুনে   আমি হাসতে হাসতে মরে গেলাম
শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,Politics,জিয়াউর রহমান তো ভালো কথা বলছে,1,Grammatical,জিয়াউর রহমানতো ভালো কথা বলছে
Ural Debo Akashe | উড়াল দেব আকাশে | Ayub Bachchu | প্রেম তুমি কি ?,Entertainment,উড়াল দেবো আকাশে,0,,উড়াল দেবো আকাশে
পুলিশের গাড়ির ওপর চড়াও বিএনপির কর্মীরা  | BNP | Channel 24,Politics,এই দেশে সর্বপ্রথম বিচার  হবে পুলিশের আর  সাংবাদিকের,0,,এই দেশে সর্বপ্রথম বিচার  হবে পুলিশের আর  সাংবাদিকের
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,এই জন্যইতো শিক্ষকদের কাছে ছাত্রীরা যৌন নির্জাতনের শ্বিকার হয়,1,Spelling,এই জন্যইতো শিক্ষকদের কাছে ছাত্রীরা যৌন নির্যাতনের শিকার হয়
সেরা ম্যাচ!!! Bangladesh vs Sri Lanka Best Funny Video | Nidhas Trophy Dubbing | Sports Talkies,Sports,রিয়াদের কাছে অনেক কিছু শেখার আছে বাংলাদেশের,0,,রিয়াদের কাছে অনেক কিছু শেখার আছে বাংলাদেশের
Highlights | চ্যাম্পিয়ন বাংলাদেশ! | Bangladesh Vs India | Saff U-19 Women's Championship | T Sports,Sports,খুব ভালো খেলেছে বাংলাদেশের  মেয়েরা,0,,খুব ভালো খেলেছে বাংলাদেশের  মেয়েরা
বিস্ময় বালক সাইফের যাদুকরী কন্ঠে ' তাইতো আইলাম সাগরে'।  Tasrif khan ft Saif |,Entertainment,অনেক সুন্দর হয়েছে ভাই,0,,অনেক সুন্দর হয়েছে ভাই
ফুটবল বিশ্বকাপ নিয়ে গগন ও সুমাইয়ার ডুয়েট গান🔥GOGON ft. SUMAIYA | জমবে রে জমবে এবার ফুটবল বিশ্বকাপ,Entertainment,এই বার নিয়ে দুই বার শুনলাম,0,,এই বার নিয়ে দুই বার শুনলাম
SURONGO | Official Foretaste | Afran Nisho | Tama Mirza | Raihan Rafi | Alpha-i | Chorki,Entertainment,মুভি টা প্রথম বারের মতো হলে গিয়ে দেখবো,1,Code Switching,ছবিটা টা প্রথম বারের মতো হলে গিয়ে দেখবো
তারেক রহমান ২০০৮ সালে কেন দেশ ছেড়েছিলেন?,Politics,দেশের বর্তমান পরিস্থিতিতে সেনাবাহিনী কিছু একটা না করলে কিছু হবে না বলে মনে হচ্ছে,0,,দেশের বর্তমান পরিস্থিতিতে সেনাবাহিনী কিছু একটা না করলে কিছু হবে না বলে মনে হচ্ছে
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,এইটা আবার কি খবর শুনলাম,0,,এইটা আবার কি খবর শুনলাম
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,গুলশান হল নারায়ণগঞ্জ থেকে ৷৷  সংসপত নাটকের  কানকাটা  রমজান   সেরা  অভিনেতা  পুরুষ্কার গ্রহন করেন,0,,গুলশান হল নারায়ণগঞ্জ থেকে ৷৷  সংসপত নাটকের  কানকাটা  রমজান   সেরা  অভিনেতা  পুরুষ্কার গ্রহন করেন
"মুরগির দোকানে ভোক্তা অধিকার, অন্যায় করেও তর্ক করেন ব্যবসায়ীরা | DBC NEWS",News,শুধু মুরগির দাম কমালে হবেনা মুরগির খাবার ও ঔষধের দাম কমানো হক,0,Spelling,শুধু মুরগির দাম কমালে হবেনা মুরগির খাবার ও ঔষধের দাম কমানো হক
জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,Politics,কারনে একজন ছাত্র ছাত্রী যৌন কাজে সহজে লিপ্ত হতে পারবে,1,Grammatical,এর কারনে একজন ছাত্র ছাত্রী যৌন কাজে সহজে লিপ্ত হতে পারবে
Bidhilipi - Bengali Full Movie | Ranjit Mallick | Moushumi Chatterjee,Entertainment,ভাই আমি আজ দেখলাম এই ছবি,0,,ভাই আমি আজ দেখলাম এই ছবি
শাকসবজি কেনা | Gopal Bhar | Superhit Bonanza,Entertainment,গোপাল ভাঁড় দেকতে কার কার ভালো লাগে,1,Spelling,গোপাল ভাঁড় দেখতে কার কার ভালো লাগে
"আহারে স্টার কাবাব!! আগের চেয়ে দাম বেড়ে গেছে, তারপরেও এতো ভীড় 😞 ঠিকমতো বসার জায়গা দিতে পারছে না 🥴",Miscellaneous,কদম ফুল কত করে ভাইয়া,0,,কদম ফুল কত করে ভাইয়া
Ural Debo Akashe | উড়াল দেব আকাশে | Ayub Bachchu | প্রেম তুমি কি ?,Entertainment,আপনার জন্য কান্না পায়,0,,আপনার জন্য কান্না পায়
ভয়ংকর জালিয়াতি করা কে এই রহস্যময় নারী? | Crime News BD | BD Crime | Investigation News | ATN News,News,এদের এমন কঠিন সাজা দেওয়া উচিত জে সারা জীবন মনে রাখে,1,Spelling,এদের এমন কঠিন সাজা দেওয়া উচিত যে সারা জীবন মনে রাখে
হোয়াইট হাউজে প্রেসিডেন্ট বাইডেনের সামনে মধুর কন্ঠে কুরআন তেলাওয়াত | Quran recitation in White House,Politics,মাশাল্লাহ এভাবে আল্লাহ পাক তার কোরআন বিশ্বের দরবারে সমস্ত জায়গায় পৌঁছে দিবেন,0,,মাশাল্লাহ এভাবে আল্লাহ পাক তার কোরআন বিশ্বের দরবারে সমস্ত জায়গায় পৌঁছে দিবেন
Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,যারা ছ্যাকা হয়েছে তাদের জন্য বেস্ট অফ গান,1,Code Switching,যারা ছ্যাকা হয়েছে তাদের জন্য সবচেয়ে ভালো গান
তালেবান যোদ্ধারা আফগানিস্তান ও পাকিস্তান সীমান্তের পাহারায় | BBC Bangla,News,মানুস কেন জলসা জি বাংলা নাটক দেখে আমি জানিনা আমাদের বাংলাদেশে কত সুন্দর সুন্দর নাটক আসে এগুলো তাদের চোখে পড়ে না,1,Spelling,মানুষ কেন জলসা জি বাংলা নাটক দেখে আমি জানিনা আমাদের বাংলাদেশে কত সুন্দর সুন্দর নাটক আসে এগুলো তাদের চোখে পড়ে না
Kacha Badam: কাঁচা বাদাম ভাইরাল হওয়ার পর এবার নতুন গান বাঁধলেন ভুবন বাদ্যকর,Miscellaneous,আল্লাহ আপনি সুস্থতা দান করুন আমিন,0,,আল্লাহ আপনি সুস্থতা দান করুন আমিন
তারকাদের কান্ড কীর্তি | Salman Muqtadir | Sabila Noor | Interview | হই হুল্লোর,Entertainment,সালমান না হলে ভালো হত,0,,সালমান না হলে ভালো হত
আপনার অপ্রয়োজনীয় অংশটুকু হয়তো কারো খুশির কারন | Happiness is Sharing | Musfiq R Farhan | AK Nadim,Entertainment,সত্যিই আমার চোখে অশ্রু ঝরছিল এই জিনিস টা দেখার পর,0,,সত্যিই আমার চোখে অশ্রু ঝরছিল এই জিনিস টা দেখার পর
সেরা ম্যাচ!!! Bangladesh vs Sri Lanka Best Funny Video | Nidhas Trophy Dubbing | Sports Talkies,Sports,মাহমুদউল্লাহ রিয়াদ ভালো মানুষ,0,,মাহমুদউল্লাহ রিয়াদ ভালো মানুষ
"ভাড়া করা হাতি নিয়ে চাঁদাবাজি, আটকালেন রবিনহুড || Jago News",News,আমি ড্রাইবার দিনাজপুরে আমি এরকম চাঁদাবাজি করতে দখেছি আমার সামনে দারািছিলো আমি টাকা দেইনাই,1,Multiple Errors,আমি গাড়ি চালক দিনাজপুরে আমি এরকম চাঁদাবাজি করতে দখেছি আমার সামনে দাড়িছিলো আমি টাকা দেইনি
চায়ের দোকান থেকে আজ বিসিএস ক্যাডার | Shariatpur BCS | Tea Seller | Channel 24,Miscellaneous,ভাই কষ্ট করে পড়ালেখা করছো এর সম্মান রেখো দুই দিনের পর যেন আবার কলমের খোঁচায় চুরি করা না শেখা হয়,0,,ভাই কষ্ট করে পড়ালেখা করছো এর সম্মান রেখো দুই দিনের পর যেন আবার কলমের খোঁচায় চুরি করা না শেখা হয়
Ural Debo Akashe | উড়াল দেব আকাশে | Ayub Bachchu | প্রেম তুমি কি ?,Entertainment,২০৫০ সালে এসেও আমাদের ছেলে মেয়েরা শুনবে,0,,২০৫০ সালে এসেও আমাদের ছেলে মেয়েরা শুনবে
Oniket Prantor || অনিকেত প্রান্তর || Artcell || Bangla New Band Song || Official Lyrical Video,Entertainment,আমি এই নষ্ট জাতীকে জানাতে চায় অনিকেত প্রান্তর আমার জাতীয় সংগীত ছিলো,1,Multiple Errors,আমি এই নষ্ট জাতিকে জানাতে চাই অনিকেত প্রান্তর আমার জাতীয় সংগীত ছিলো
ব্যবসার এই চালাকিগুলো জেনে নিন | The World's Greatest Money Maker | Bangla Business Tips,Miscellaneous,সুন্দর ভিডিও ভিডিও দেখে অনুপ্রাণিত হই আমরাও এ ধরনের সুন্দর ভিডিও বানানোর জন্য,0,,সুন্দর ভিডিও ভিডিও দেখে অনুপ্রাণিত হই আমরাও এ ধরনের সুন্দর ভিডিও বানানোর জন্য
আন্দালিব রহমান পার্থ: শেখ হাসিনার আত্মীয় হয়েও আওয়ামী লীগের কঠোর সমালোচনা কতটা চাপের?,Politics,দেশটা চামচিকায় ভরে গেছে,0,,দেশটা চামচিকায় ভরে গেছে
"ভারতে হিজাব বিতর্ক:কর্নাটকে মুসলিম ছাত্রীদের বিক্ষোভ, হাইস্কুল-কলেজ বন্ধ|India hijab row viral video",News,আল্লাহ  তুমি বাংলাদেশকে রকখা করো আমিন,1,Spelling,আল্লাহ  তুমি বাংলাদেশকে রক্ষা করো আমিন
এমএসসি পাশ করে গণপূর্ত অধিদপ্তরের সিকিউরিটি গার্ড পরীক্ষা দিয়েও চাকরি পাচ্ছে না হাজার হাজার তরুণ,News,চাকরি মন্ত্রি থাকা উচিত একটা,1,Spelling,চাকরি মন্ত্রী থাকা উচিত একটা
বিএনপির অবস্থান কর্মসূচি ঘিরে রণক্ষেত্র ঢাকার বিভিন্ন প্রবেশমুখ | BNP & Police | Channel 24,Politics,এটা কি পুলিশের বাপের দেশ পুলিশে বাঁধা দেয় কেন,0,,এটা কি পুলিশের বাপের দেশ পুলিশে বাঁধা দেয় কেন
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Entertainment,আমার প্রাক্তনের বাসা খুলনা নিরালা,0,,আমার প্রাক্তনের বাসা খুলনা নিরালা
ব্রেইন নিয়ে খেলা এক খু'নের রহস্য | New Suspense thriller movie explained in bangla | plabon world,Miscellaneous,অসম্ভব সুন্দর একটা মুভি এক্সপ্লেইনেশন শুনলাম,1,Code Switching,অসম্ভব সুন্দর একটা চলচ্চিত্র ব্যাখ্যা শুনলাম
Meye | মেয়ে |  Ayub Bachchu | Niaz Ahmed Aungshu | AB Kitchen,Entertainment,গানটা প্রতিদিন কয়েক বার শুনা আমি,0,,গানটা প্রতিদিন কয়েক বার শুনা আমি
সেরা ম্যাচ!!! Bangladesh vs Sri Lanka Best Funny Video | Nidhas Trophy Dubbing | Sports Talkies,Sports,যতবার দেখি ততবারই ভালো লাগে,0,,যতবার দেখি ততবারই ভালো লাগে
ঋতু পরিবর্তন এবং মরুভূমি Season change on earth and Desert explained in Bangla Ep 107,Miscellaneous,আজ জানলাম আপনি নরসিংদীর ছেলে,0,,আজ জানলাম আপনি নরসিংদীর ছেলে
বিশ্বকাপের সেমিতে যেতে কয়টি ম্যাচ জিততে হবে বাংলাদেশকে? - নট আউট নোমান,Sports,ইনশাআল্লাহ জিতবে ৬ টা ম্যাচ,0,,ইনশাআল্লাহ জিতবে ৬ টা ম্যাচ
মোবাইল দিয়ে ইনকাম ১৫০০ টাকা,Miscellaneous,কাজটা অনেক ভালো  এবং আপনি অনেক ভালো করে বুজীয়ে দিছেন তার জন্য ধন্যবাদ  কাজটা বুজতে পারলাম,1,Spelling,কাজটা অনেক ভালো  এবং আপনি অনেক ভালো করে বুঝিয়ে দিয়েছেন তার জন্য ধন্যবাদ  কাজটা বুজতে পারলাম
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,এত টাকা কই জায়,1,Spelling,এত টাকা কই যায়
"ভাড়া করা হাতি নিয়ে চাঁদাবাজি, আটকালেন রবিনহুড || Jago News",News,এটা তাদের হাতের কোশল আছে,1,Spelling,এটা তাদের হাতের কৌশল আছে
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,তোমাদের অনেক সময় দেওয়া হয়েছে,0,,তোমাদের অনেক সময় দেওয়া হয়েছে
করোনা ভাইরাস ভ্যাকসিন: টিকা নিতে আগ্রহী হলে যেসব বিষয় আপনার জানা থাকা জরুরি,News,জিয়াউর রহমান সারা জীবন বেঁচে থাকবেন বাংলাদেশের মানুসের মনের মধ্যে হৃদয়ের মধ্যে তিনি তো একমাত্র যে কিনা  বাংলাদেশকে মনেপ্রাণে ভালোবেসে ছিলেন,1,Spelling,জিয়াউর রহমান সারা জীবন বেঁচে থাকবেন বাংলাদেশের মানুষের মনের মধ্যে হৃদয়ের মধ্যে তিনি তো একমাত্র যে কিনা  বাংলাদেশকে মনেপ্রাণে ভালোবেসে ছিলেন
Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,আমি আছি ২০২৩ সালে ওওওওও শুনছি,0,,আমি আছি ২০২৩ সালে ওওওওও শুনছি
আমি বিশ্বের সবচেয়ে উষ্ণ স্থানে গিয়েছিলাম (৭০.৭°সে.) লুত মরুভূমি,Miscellaneous,আল্লাহু আকবার লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম,0,,আল্লাহু আকবার লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম
Sitakunda | সীতাকুন্ড | Travel Sitakunda of Chattagong in Bangladesh | Chandranath Temple | Mr Luxsu,Entertainment,এই জায়গা গুলো দেখার সৌভাগ্য হয়েছে আমার,0,,এই জায়গা গুলো দেখার সৌভাগ্য হয়েছে আমার
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,হুমায়ূন ফরিদি স্যার দুনিয়া ছেড়ে চলে যাওয়ার পরে বাংলাদেশের ছবি দেখি না,0,,হুমায়ূন ফরিদি স্যার দুনিয়া ছেড়ে চলে যাওয়ার পরে বাংলাদেশের ছবি দেখি না
SURONGO | Official Foretaste | Afran Nisho | Tama Mirza | Raihan Rafi | Alpha-i | Chorki,Entertainment,এটা নিতিনের একটা তেলুগু মুভি কপি করছে,1,Code Switching,এটা নিতিনের একটা তেলুগু চলচ্চিত্র নকল করছে
“এই আ’লীগের পতন দরকার” বললেন- সাবেক আওয়ামী লীগ নেতা,Entertainment,শ্রদ্ধা ও ভালোবাসা আপনার প্রতি,0,,শ্রদ্ধা ও ভালোবাসা আপনার প্রতি
চাপাতি দিয়ে কুপিয়ে যুবলীগ কর্মীকে হ'ত্যা | Jubo League workers | Murder | Rtv News,News,আমাদের দেশের মানুষের জীবনের কোনো নিরাপত্তা নেই,0,,আমাদের দেশের মানুষের জীবনের কোনো নিরাপত্তা নেই
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,আগে যে প্রতি গাড়িতে পাচছয় লক্ষ্য লাভ করছো,1,Spelling,আগে যে প্রতি গাড়িতে পাঁচ ছয় লক্ষ্য লাভ করছো
বিনোদন আগে না প্রাণী অধিকার? | Bangladesh National Zoo | Somoy TV,Miscellaneous,জিনিসটা খুবই কষ্টদায়ক কাউকে খাবার হিসেবে দেয়া মানে তাকে জীবিত দেয়া নয়,0,,জিনিসটা খুবই কষ্টদায়ক কাউকে খাবার হিসেবে দেয়া মানে তাকে জীবিত দেয়া নয়
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,আড়তদার সব নাটের গুরু,0,,আড়তদার সব নাটের গুরু
"ভাড়া করা হাতি নিয়ে চাঁদাবাজি, আটকালেন রবিনহুড || Jago News",News,মানুষ টা আইনের আওতায় আনা উচিত,0,,মানুষ টা আইনের আওতায় আনা উচিত
Amar Mon Mojaiya Re X Doyal | আমার মন মজাইয়ারে | Slowed & Reverb | Saif Zohan Bangla New Song 2022,Entertainment,২০২৩ এসে ও শুনী,0,,২০২৩ এসে ও শুনী
ঘোড়া কীভাবে সাপের কামড় থেকে মানুষকে বাঁচায়? | Why horse is used for antivenom? | Jamuna TV,Miscellaneous,ঘোড়া নয় আল্লাহ আমাদের বাঁচায়,0,,ঘোড়া নয় আল্লাহ আমাদের বাঁচায়
ভক্তের সাথে মুস্তাফিজের এ কেমন ব্যাবহার! মুহুর্তেই ভাইরাল | Mustafizur Rahman fan | bd cricket news,Sports,ছোটলোক বড়লোক হলে যা হয়,0,,ছোটলোক বড়লোক হলে যা হয়
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Miscellaneous,আমাইগে খুলনায় আপনাইগে সবাইরে স্বাগতম,1,Spelling,আমাদের খুলনায় আপনাদের সবাইকে স্বাগতম
ভক্তের সাথে মুস্তাফিজের এ কেমন ব্যাবহার! মুহুর্তেই ভাইরাল | Mustafizur Rahman fan | bd cricket news,Sports,ছোটলোক কোন দিন বড় হয় না বাংলাদেশের অহংকার বেশিদিন টিকে এটা আবেগের দেশ,0,,ছোটলোক কোন দিন বড় হয় না বাংলাদেশের অহংকার বেশিদিন টিকে এটা আবেগের দেশ
"ভাড়া করা হাতি নিয়ে চাঁদাবাজি, আটকালেন রবিনহুড || Jago News",News,চাঁদা বাজি বন্ধ করতে হবে,1,Spelling,চাঁদাবাজি বন্ধ করতে হবে
Bachelor Point | Season 4 | EPISODE 116 | Kajal Arefin Ome | Dhruba Tv Drama Serial,Entertainment,নাটক টা কতোবার দেখছি নিজেও জানিনা সহজন ৫ এর জন্য অপেক্ষা করতেছি খুব মিস করতেছি,1,Multiple Errors,নাটক টা কতোবার দেখেছি নিজেও জানি না সহজন ৫ এর জন্য অপেক্ষা করছি খুব মনে করছি
সংসদে ক্ষেপলেন ওবায়দুল কাদের | Obaidul Quader | Got Angry | Parliament | Channel 24,Politics,বতর্মানে ওবায়দুল কাদের সাহেবের ঘুম হচ্ছেনা,0,,বতর্মানে ওবায়দুল কাদের সাহেবের ঘুম হচ্ছেনা
খালেদা জিয়া’র ব্যাপারে আর কত করবো ? প্রশ্ন প্রধানমন্ত্রীর | Sheikh Hasina | Khaleda Zia,Politics,সেষ সেষ আপা এবার গদি ছারতে হবে পানি খেয়ে নিন,1,Spelling,শেষ শেষ আপা এবার গদি ছাড়তে হবে পানি খেয়ে নিন
বাহুবলী সিনেমার শ্যুটিং হয়েছিলো কেরালার যে জলপ্রপাতে || Bahubali Waterfalls | Athirapilly Waterfalls,Entertainment,সুমন ভাই কে কে ভালো বাসেন,0,,সুমন ভাই কে কে ভালো বাসেন
Barishal । বরিশাল । Barishal Travel Vlog । History of Barishal Bangladesh । Barishal Vromon Guide,Miscellaneous,ভাইয়া আমাদের বরিশাল কে এভাবে চেনানোর জন্য থ্যাংক ইউ,1,Code Switching,ভাইয়া আমাদের বরিশাল কে এভাবে চেনানোর জন্য ধন্যবাদ
Moner Moto Manush Pailam Na | মনের মতো মানুষ পাইলাম না | Shakib Khan | Bubly | Bangla New Movie 2023,Entertainment,দেশের সব মানুষ জদি এমন হত তা হলে দেশটা সোনার বাংলাদেশ হত,1,Spelling,দেশের সব মানুষ যদি এমন হতো তাহলে দেশটা সোনার বাংলাদেশ হতো
যশোরে গ্রামবাসীরা তৈরি করছে হাজার ফুট দীর্ঘ ভাসমান সেতু| BBC News Bangla,News,অশেষ ধন্যবাদ ভাই অপনাকে  অনেক গুরুত্বপূর্ণ নিউজ তুলে ধরার জন্য,1,Spelling,অশেষ ধন্যবাদ ভাই আপনাকে  অনেক গুরুত্বপূর্ণ নিউজ তুলে ধরার জন্য
শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,Politics,সত্যিই অসাধারণ ভালবাসা তাদের,0,,সত্যিই অসাধারণ ভালবাসা তাদের
যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,আমাকে কথায় ভুল হইলে ক্ষমা করে দিবেন টাকার অভাবে পড়ালেখা করতে পারি নাইআপনার প্রত্যেকটা কথায় যুক্তি আছে,1,Grammatical,আমার কথায় ভুল হইলে ক্ষমা করে দিবেন টাকার অভাবে পড়ালেখা করতে পারি নাইআপনার প্রত্যেকটা কথায় যুক্তি আছে
"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,আমাদের বন্ধুরা একজন আরেকজন থেকে দূরে চলে যাচ্ছে কিন্তু গানটা শুনলে খুবই কষ্ট লাগে জীবনটা এরকম যদি বন্ধুবান্ধব একসাথে সব সময় থাকা যেত,0,,আমাদের বন্ধুরা একজন আরেকজন থেকে দূরে চলে যাচ্ছে কিন্তু গানটা শুনলে খুবই কষ্ট লাগে জীবনটা এরকম যদি বন্ধুবান্ধব একসাথে সব সময় থাকা যেত
"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,হে আল্লাহ্  তাদেরকে ইসলাম  উপর চলার তাউফিক দাও এবং  তাদেরকে  জান্নাতে একসাথে পৌছে দাও,0,,হে আল্লাহ্  তাদেরকে ইসলাম  উপর চলার তাউফিক দাও এবং  তাদেরকে  জান্নাতে একসাথে পৌছে দাও
"Priyo Valobasa, প্রিয় ভালোবাসা | Bangla Natok | Apurba, JS Heme | Bangla Natok 2023, New Natok 2023",Entertainment,এরকম একটা বউ থাকলে জীবন তেজপাতা,0,,এরকম একটা বউ থাকলে জীবন তেজপাতা
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,হলুদ হেলমেট পরা লোকের পরিচিত কেও,1,Spelling,হলুদ হেলমেট পরা লোকের পরিচিত কেউ
শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,Politics,আপনার উপর আল্লাহর রহমত নাজিল হোক আমিন,0,,আপনার উপর আল্লাহর রহমত নাজিল হোক আমিন
কারাগারে প্রেম? | Onusondhan O Somadhan | Crime Investigation News | ATN News,News,দুর্নীতি সুদুই বাংলাদেশের পুলিশ বাহিনী করেন বিদাই বাংলাদেশর এই দূর অবস্থা থাকে বলে চোরের হাতে মাদবুরী খুব কষ্ট হয় যখন দেখি,1,Spelling,দুর্নীতি শুধুই বাংলাদেশের পুলিশ বাহিনী করেন তাই বাংলাদেশর এই দুর্বস্থা থাকে বলে চোরের হাতে মাতব্বরি খুব কষ্ট হয় যখন দেখি
তারেক রহমান ২০০৮ সালে কেন দেশ ছেড়েছিলেন?,Politics,ফখিরার উপর আল্লাহর লানৎ হক,1,Spelling,ফখিরার উপর আল্লাহর লানত হক
জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,Politics,এটা বাংলাদেশ এটা বিদেশ না এত বেশি ডিজিটাল হওয়া বলোনা,0,,এটা বাংলাদেশ এটা বিদেশ না এত বেশি ডিজিটাল হওয়া বলোনা
মাহমুদুল্লাহর সেরা ১০টি ইনিংস || 10 Greatest Innings of Mahmudullah Riyad || Bissoy Bangla,Sports,মাহমুদুল্লাহর এই ইনিংসগুলো আমরা কখনোই ভুলতে পারবো না,0,,মাহমুদুল্লাহর এই ইনিংসগুলো আমরা কখনোই ভুলতে পারবো না
মাহমুদুল্লাহর সেরা ১০টি ইনিংস || 10 Greatest Innings of Mahmudullah Riyad || Bissoy Bangla,Sports,মাহমুদুল্লাহ রিয়াদ ১০০ বছরে একবার আসে বারবার আসে না,0,,মাহমুদুল্লাহ রিয়াদ ১০০ বছরে একবার আসে বারবার আসে না
